"STATISTIC Label","Quarter","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Salthill, Galway","Euro","952.13"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Tuam, Galway","Euro","642.67"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Wellpark, Galway","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Woodquay, Galway","Euro","1088.11"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Kerry","Euro","668.77"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Castleisland, Kerry","Euro","676.64"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Dingle, Kerry","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Kenmare, Kerry","Euro","796.28"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Killarney, Kerry","Euro","815.05"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Killorglin, Kerry","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Listowel, Kerry","Euro","607.18"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Tralee, Kerry","Euro","678.52"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Kildare","Euro","1040.01"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Kildare Town","Euro","899.09"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Athy, Kildare","Euro","739.63"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Castledermot, Kildare","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Celbridge, Kildare","Euro","1140.94"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Clane, Kildare","Euro","1010.37"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Kilcock, Kildare","Euro","988.95"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Kilcullen, Kildare","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Kill, Kildare","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Leixlip, Kildare","Euro","1150.16"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Maynooth, Kildare","Euro","1151.53"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Monasterevin, Kildare","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Naas, Kildare","Euro","1090.96"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Newbridge, Kildare","Euro","1003.1"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Rathangan, Kildare","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Sallins, Kildare","Euro","1034.66"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Kilkenny","Euro","788.15"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Kilkenny City","Euro","807.4"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Callan, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Castlecomer, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Freshford, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Kells, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Thomastown, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Laois","Euro","744.56"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Mountmellick, Laois","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Mountrath, Laois","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Portarlington, Laois","Euro","682.74"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Portlaoise, Laois","Euro","754.48"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Leitrim","Euro","547.61"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Carrick-On-Shannon, Leitrim","Euro","568.21"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Manorhamilton, Leitrim","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Limerick","Euro","927.96"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Limerick City","Euro","962"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Abbeyfeale, Limerick","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Annacotty, Limerick","Euro","885.15"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Castleconnell, Limerick","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Castletroy, Limerick","Euro","886.42"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Corbally, Limerick","Euro","864.69"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Dock Road, Limerick","Euro","642.35"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Dooradoyle, Limerick","Euro","848.4"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Glen, Limerick","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Kilmallock, Limerick","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Newcastle West, Limerick","Euro","614.24"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Old Cratloe Road, Limerick","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Raheen, Limerick","Euro","842.71"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Longford","Euro","595.99"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Longford Town","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Ballymahon, Longford","Euro","549.27"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Edgeworthstown, Longford","Euro","580"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Newtownforbes, Longford","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Louth","Euro","816.15"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Ardee, Louth","Euro","774.36"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Drogheda, Louth","Euro","889.98"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Dundalk, Louth","Euro","689.25"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Louth Town","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Mayo","Euro","655.79"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Ballina, Mayo","Euro","632.92"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Ballinrobe, Mayo","Euro","675.77"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Ballyhaunis, Mayo","Euro","653.4"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Belmullet, Mayo","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Castlebar, Mayo","Euro","666.48"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Charlestown, Mayo","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Claremorris, Mayo","Euro","586.87"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Foxford, Mayo","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Swinford, Mayo","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Westport, Mayo","Euro","726.14"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Meath","Euro","929.7"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Ashbourne, Meath","Euro","1106.65"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Athboy, Meath","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Bettystown, Meath","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Clonee, Meath","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Drogheda, Meath","Euro","1091.22"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Duleek, Meath","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Dunboyne, Meath","Euro","1196.53"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Dunshaughlin, Meath","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Enfield, Meath","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Kells, Meath","Euro","751.59"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Laytown, Meath","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Navan, Meath","Euro","851.36"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Ratoath, Meath","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Stamullen, Meath","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Trim, Meath","Euro","859.51"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Monaghan","Euro","653.51"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Ballybay, Monaghan","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Carrickmacross, Monaghan","Euro","689.55"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Castleblayney, Monaghan","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Monaghan Town","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Offaly","Euro","710.83"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Banagher, Offaly","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Birr, Offaly","Euro","689.17"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Clara, Offaly","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Edenderry, Offaly","Euro","748.08"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Tullamore, Offaly","Euro","732.3"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Roscommon","Euro","663.71"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Roscommon Town","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Athlone, Roscommon","Euro","737.03"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Ballaghaderreen, Roscommon","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Boyle, Roscommon","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Castlerea, Roscommon","Euro","660.27"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Strokestown, Roscommon","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Sligo","Euro","698.4"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Sligo Town","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Ballinode, Sligo","Euro","984.6"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Ballisodare, Sligo","Euro","664.33"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Ballymote, Sligo","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Ballytivnan, Sligo","Euro","671.68"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Collooney, Sligo","Euro","662.5"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Lough Gill, Sligo","Euro","277.08"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Strandhill, Sligo","Euro","829.54"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Tubbercurry, Sligo","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Tipperary","Euro","681.63"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Tipperary Town","Euro","652.39"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Ballina, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Cahir, Tipperary","Euro","673.38"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Carrick-On-Suir, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Cashel, Tipperary","Euro","712.01"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Clonmel, Tipperary","Euro","733.15"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Fethard, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Nenagh, Tipperary","Euro","673.47"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Roscrea, Tipperary","Euro","661.77"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Templemore, Tipperary","Euro",""
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Thurles, Tipperary","Euro","572.46"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Waterford","Euro","697.44"
"RTB Average Monthly Rent Report","2007Q4","All bedrooms","All property types","Waterford City","Euro","700.67"
